uniform_1 uniform_2 uniform_10 uniform_100 exp_1 exp_2 exp_10 exp_100 CL_1 CL_2 CL_10 CL_100
0.460555 0.187559 0.544697 0.509401 0.630999 0.248952 0.917775 1.00304 0.0803715 -0.440703 -0.307495 -1.4995
0.0135601 0.640042 0.656279 0.540177 0.0561055 0.524534 0.940712 1.14622 0.817558 -0.456778 -0.431469 0.348147
0.776286 0.590728 0.55212 0.525481 0.954855 0.616688 1.04753 0.8346 -1.6281 -0.961873 -2.07171 -0.330684
0.558729 0.748059 0.542579 0.494239 0.0343163 2.76852 0.985969 0.972457 0.166043 1.71759 0.92595 -1.8758
0.710346 0.636674 0.434407 0.517782 0.938014 2.20737 1.25588 1.25253 0.458868 -0.0263823 1.95471 -0.232872
0.154634 0.558909 0.297893 0.495525 1.71794 1.0788 2.23635 0.910778 -0.224039 -0.620003 -0.436331 -1.64202
0.575227 0.390279 0.492908 0.462912 1.74814 2.34295 0.772765 0.969711 1.34069 0.576744 -0.297615 -8.23401
0.174901 0.131443 0.497541 0.509393 0.420077 0.917044 0.761064 1.20236 -0.781404 -5.24808 115.213 -1.65151
0.33823 0.446886 0.467542 0.52429 0.279051 1.98419 0.683133 1.01332 -0.286691 0.171937 -0.921862 -0.556245
0.302923 0.492397 0.459872 0.497809 2.22398 1.07048 1.21235 1.09746 -1.08838 4.10484 0.104371 -4.56455
0.712855 0.440231 0.581422 0.518796 0.66787 1.67551 0.383417 1.03698 -0.228403 17.1607 0.155341 0.228214
0.930328 0.853134 0.420033 0.533613 0.25322 1.73307 0.669407 1.00812 -103.3 0.870091 -0.191298 -0.391113
0.127847 0.22182 0.583023 0.509915 0.0305508 0.451967 0.969194 1.042 1.4094 -2.21215 0.338207 -13.0806
0.822387 0.351177 0.488397 0.473283 0.768726 0.405913 1.32101 0.939163 -6.41561 0.795967 -0.616597 0.249361
0.280666 0.433628 0.566025 0.472144 2.5713 1.47247 0.344387 0.77985 0.491495 0.671088 -1.10247 1.71421
0.00598834 0.477597 0.444608 0.531032 0.969296 1.34159 0.308553 0.995858 -0.512789 -6.12519 0.291021 -0.0181106
0.668302 0.60934 0.414774 0.524724 0.649564 2.47241 0.746947 0.921541 0.411872 2.58477 -0.870573 0.348793
0.236601 0.0321592 0.495593 0.460923 2.62346 0.771751 0.835466 1.32695 -1.26436 0.819469 -0.366425 -7.63305
0.112662 0.533243 0.439334 0.559451 2.85833 0.597096 1.01641 0.981891 0.25601 -1.27569 -0.0878769 -0.0793961
0.036539 0.448257 0.387302 0.493496 0.80491 2.45875 1.40715 0.833135 -0.226312 1.64736 4.19586 -0.096361
0.924854 0.557458 0.499445 0.483437 0.666916 0.909768 1.01676 1.04611 -1.12165 -0.0721257 -1.10575 -0.326364
0.439536 0.478494 0.526365 0.499909 0.379922 1.00321 0.99114 0.882767 -1.48983 0.243222 -0.136464 -1.51466
0.311155 0.81552 0.443608 0.501849 1.05978 1.13196 1.39126 1.07381 -2.1796 -2.86748 12.3972 0.741354
0.595435 0.458471 0.64678 0.478292 0.577737 0.525157 1.49014 1.1715 -0.270956 -0.596903 -7.90514 -3.3891
0.70463 0.544673 0.590985 0.488023 0.846052 0.399547 0.596094 0.94412 -0.161664 27.5858 3.34737 -1.4165
0.301978 0.496097 0.440319 0.469312 0.0159273 0.660809 1.33484 1.12774 -2.88495 -0.265827 0.770405 3.52509
0.677723 0.236731 0.453378 0.49767 0.918787 0.695847 0.833046 0.89196 1.3431 -41780.3 -13.1341 -0.4772
0.121874 0.280945 0.452868 0.489282 1.38371 0.766802 1.28473 1.01508 -1.38642 0.429381 0.248545 0.941592
0.779764 0.387331 0.448703 0.509402 0.245736 0.515355 1.14522 1.0652 -0.648291 -2.86538 2.45847 -5.02235
0.0170647 0.360415 0.535682 0.539251 1.39424 0.141422 1.14043 1.14378 10.1218 0.527486 -1.04772 -2.57512
0.912377 0.634769 0.556247 0.498946 0.998628 1.22484 1.02224 0.912256 0.700928 -0.7727 -0.112036 -2.51369
0.369015 0.0356375 0.423953 0.524934 0.0359544 3.76547 0.663483 1.06952 -3.20514 -1.73086 -0.5422 5.64622
0.353738 0.492988 0.413465 0.469417 0.804238 0.206547 1.222 1.00102 -2.41696 0.35138 -3.01206 2.53485
0.51422 0.435052 0.652879 0.539546 1.60426 1.62144 1.07741 0.92082 -24.2242 0.735444 -1.28115 1.66732
0.174015 0.259644 0.435351 0.49955 0.0909766 0.180588 1.13693 0.876922 2.73444 0.722848 -0.907869 0.30951
0.335426 0.813243 0.543458 0.500751 1.49043 0.781139 1.20702 0.826311 -0.0757893 -0.705427 -0.563591 0.604586
0.406403 0.484008 0.48635 0.48565 0.889366 1.09747 0.961814 0.910511 -0.946249 1.21197 -24.5431 -1.65459
0.801482 0.671942 0.704983 0.474563 0.890183 1.62591 0.57223 1.00618 -0.0743054 -0.135709 -1.44892 85.5889
0.256601 0.967276 0.367346 0.485694 1.61249 1.21145 1.34918 0.954419 -1.72132 -2.08378 0.13296 0.341478
0.20872 0.337698 0.591704 0.507891 0.720406 1.34793 0.64482 0.970027 -37.4605 0.217414 -0.433857 -0.550376
0.02815 0.190105 0.437187 0.52032 0.0125508 0.375701 1.03177 0.774463 -0.0167394 1.05443 -35.4689 -0.923881
0.818132 0.662459 0.575881 0.525955 0.326715 0.606225 1.09816 0.957062 -6.43118 -0.840234 -0.264281 0.727297
0.91753 0.0888002 0.543538 0.499983 0.974633 0.337672 0.550137 1.01131 0.0546208 -2.28148 1.32938 -1.39354
0.420101 0.669549 0.339381 0.475227 0.247925 1.57568 0.722595 0.984691 -0.285814 6.40609 -2.36106 -0.153544
0.858943 0.270338 0.496143 0.502693 0.257302 2.08853 0.555478 1.17401 1.56931 0.245738 -2.39969 -1.33556
0.658018 0.864081 0.502318 0.485556 0.992934 0.793869 1.09105 1.17066 -2.44161 -4.05828 -0.165296 0.501402
0.643136 0.612993 0.591842 0.499245 1.26265 2.17631 1.17617 0.994781 -1.38651 -0.325884 1.53392 -0.43144
0.268256 0.357534 0.501479 0.461855 0.0746247 0.411036 0.456214 0.990255 2.83797 0.956469 1.54167 5.83114
0.294807 0.779517 0.456675 0.472061 2.37035 0.801686 0.939984 1.04179 -1.24096 0.885679 0.629245 -1.0105
0.442919 0.554354 0.52312 0.488039 0.00426432 2.64226 0.900621 0.920235 -0.575409 0.0761835 -0.591351 1.36116
0.853159 0.641877 0.654106 0.50253 0.329929 0.217559 0.578965 1.04013 0.884335 0.92881 4.65629 0.67066
0.476511 0.286085 0.257252 0.48706 1.06225 0.621122 1.13308 1.17864 -1.46063 -2.40749 0.667784 -1.72544
0.230451 0.884194 0.416836 0.472693 0.75569 0.180802 1.04753 1.06584 -0.757759 0.0843504 0.0283311 0.213799
0.98751 0.591861 0.460558 0.48948 0.079196 0.28776 1.25608 1.0022 0.674321 10.8901 -0.384931 -4.43947
0.889439 0.485727 0.524936 0.535043 0.613218 0.324535 0.644422 0.954714 -15.7709 11.7877 27.0411 -0.608193
0.723026 0.401792 0.466538 0.513154 4.03723 0.464345 1.3607 0.911878 -11.2943 -2.80876 -1.1571 1.9272
0.195843 0.639741 0.319949 0.518124 0.464567 0.960676 1.21125 1.1433 0.0779765 0.770119 0.196143 0.77294
0.224429 0.634133 0.530135 0.507854 1.97571 0.668823 1.01338 1.24767 -2.72364 -0.294082 -0.0613361 0.572414
0.418612 0.577832 0.590009 0.500021 0.953755 0.689287 0.884779 0.929453 -2.50264 -0.0968459 -0.352729 -1.20525
0.823423 0.504783 0.471915 0.544237 0.435323 1.13959 0.972877 0.956507 8.27796 -0.942689 31.4338 0.641535
0.146741 0.680501 0.474175 0.582024 1.00252 0.89207 1.19323 0.98985 -1.77107 -0.79851 1.1573 1.05668
0.389787 0.328766 0.503697 0.532069 0.00924678 0.302864 1.57425 1.10132 0.474195 1.38041 1.08469 -1.40343
0.574789 0.373194 0.356873 0.514686 0.860164 0.684518 1.08674 0.954896 -3.6278 0.2365 -0.356059 0.762763
0.510691 0.146725 0.498707 0.454102 1.38336 0.383622 1.33097 1.10236 10.2745 0.860834 2.89038 1.55446
0.620915 0.205054 0.720283 0.566568 0.352042 0.434724 0.888645 0.997168 1.77378 0.540208 -0.0411176 -0.792613
0.665343 0.722911 0.636875 0.446719 0.045114 0.406755 1.7733 0.938652 0.653918 -0.211906 8.04744 -4.87603
0.403162 0.748018 0.429919 0.507058 0.532395 0.494426 0.935378 1.05695 -3.10025 -0.764995 -9.61506 -3.59198
0.27942 0.48332 0.492042 0.514939 1.10555 0.685604 1.18777 1.01305 -0.0660794 -0.773539 0.186974 -0.204468
0.115408 0.551317 0.60215 0.553999 1.28423 0.439131 1.42062 0.948148 -2.65626 -6.67067 -0.870953 0.350861
0.511016 0.106658 0.488091 0.482466 2.50038 2.30733 1.39692 1.08174 -1.15863 0.975214 0.967972 -1.88856
0.222294 0.775211 0.461546 0.513699 0.769775 1.34928 0.654355 0.945432 -0.686849 -0.434783 1.13354 0.844862
0.639876 0.0959188 0.516098 0.523516 1.06148 1.23871 0.449072 1.16462 2.37553 -2.60788 -2.38394 0.545453
0.424768 0.68184 0.336914 0.47786 3.06354 1.46794 1.14198 0.974931 -3.93552 -2.35534 2.08602 -1.08071
0.697096 0.409049 0.58786 0.471369 0.222314 0.313605 1.49101 0.903748 3.33076 0.868189 0.528656 1.47019
0.341042 0.689235 0.368944 0.477884 1.66891 1.02579 0.898361 1.06097 1.09258 0.907209 -0.0848019 -6.59108
0.430654 0.546894 0.451548 0.503882 0.726646 2.99842 0.762004 0.920008 0.244001 -2.98763 -4.32712 0.31308
0.260621 0.206385 0.580527 0.509411 0.511183 0.186183 1.81157 0.762552 0.341847 2.42835 -3.1802 1.01042
0.174543 0.605434 0.561591 0.449497 0.34638 0.522768 1.32959 0.893471 0.308473 -0.716761 -0.546803 0.824231
0.241296 0.383372 0.433404 0.524484 0.716103 2.23635 1.16657 0.867791 1.54704 -0.546224 -1.65999 -0.197307
0.103595 0.801858 0.542145 0.548651 3.36453 0.909551 0.62136 0.78816 -0.143059 -3.0389 -3.56673 0.223428
0.11063 0.261989 0.376347 0.511974 0.642197 0.502601 0.704979 0.961039 0.254707 -0.138957 -1.68737 -9.75482
0.738215 0.188031 0.376608 0.515454 3.06081 0.596103 1.16567 0.957232 -7.47084 -0.180436 2.09011 -0.847142
0.621963 0.35295 0.527111 0.550475 2.28088 0.296738 0.845703 1.06852 0.61796 0.323503 -0.354814 0.333843
0.627297 0.48626 0.451601 0.530335 2.25757 0.919823 0.742974 1.08981 -1.031 0.406666 -2.60547 63.1867
0.257461 0.693369 0.633663 0.448687 0.612132 0.345904 0.910006 0.909635 -21.0663 -0.425884 -3.67506 -5.85906
0.994388 0.726817 0.597429 0.494985 0.163373 0.163028 1.04455 1.08869 16.5447 0.402095 -0.0133662 0.196612
0.501106 0.496047 0.508878 0.504609 0.353764 1.96858 0.993402 0.880042 -2.43352 7.60638 0.134552 0.364401
0.830427 0.404653 0.401442 0.518325 0.674472 0.749526 1.16197 1.10861 0.892397 1.14634 1.10483 8.92143
0.839534 0.509005 0.521372 0.522184 0.512096 1.25262 0.888787 1.05086 0.187095 -2.48059 -0.141699 0.0128053
0.712081 0.346542 0.327533 0.503063 0.0660441 3.5907 1.9818 0.964348 0.711042 0.546812 -0.183548 2.1167
0.456236 0.432848 0.500798 0.560024 0.347421 1.15055 1.20048 1.06031 -0.107708 1.27362 1.57371 -1.80025
0.566555 0.310454 0.585693 0.496716 0.222362 0.249944 0.983805 0.979972 -0.984621 1.14854 -0.785872 -1.12472
0.375277 0.448639 0.428559 0.490478 0.134192 0.284385 1.4347 1.18071 0.138843 0.609802 -82.0701 -15.7636
0.207665 0.82184 0.438626 0.483031 0.0615822 0.0946773 1.66143 1.10717 0.458687 0.373917 -0.0319847 -2.78194
0.768288 0.767982 0.545248 0.480383 0.563645 0.42579 1.35655 0.928097 -0.415438 -1.87563 0.881351 0.492136
0.440478 0.857698 0.628041 0.51652 1.87778 0.932899 0.836904 1.02468 -0.524898 -0.948501 1.13239 0.0132801
0.277575 0.541706 0.625345 0.471596 2.18139 0.325723 1.10734 1.11246 1.89062 -2.0993 2.16804 1.10159
0.193016 0.512264 0.499889 0.456748 0.342836 0.844395 0.840595 1.03799 -0.0402667 -23.2524 -0.9001 -4.2326
0.0996033 0.69587 0.526516 0.452338 5.59039 1.04179 0.993224 0.915139 0.477575 0.219871 -0.957692 -0.117843
0.372809 0.591531 0.502843 0.518714 0.168869 0.448962 0.907511 0.941452 1.22381 0.0888837 -29.5272 -3.81002
0.447763 0.55623 0.578092 0.527665 0.494345 1.43148 0.883352 0.809794 -0.0922375 0.38965 0.289638 13.8878
0.436808 0.40173 0.492588 0.552517 1.30093 0.88721 0.913666 0.874575 1.7544 4.05086 -1.33082 3.43807
0.913574 0.674268 0.541587 0.480556 0.38792 0.545987 0.936638 1.07134 6.73371 -0.542027 -5.15642 2.77309
0.844644 0.651408 0.637007 0.530308 1.91383 0.761731 1.13772 0.901854 -0.882585 -0.149322 1.82827 -0.0622509
0.357576 0.464607 0.594795 0.52202 0.577413 0.761884 0.980107 1.03813 -0.917892 -1.59878 -17.7456 1.69766
0.792924 0.763556 0.614777 0.493299 1.27914 1.41972 0.639199 1.08931 3.13112 1.12524 8.33179 0.612039
0.322952 0.639876 0.575692 0.480019 3.74865 1.07041 1.5436 0.841634 -1.17361 -2.06554 1.74168 1.12281
0.0757168 0.292552 0.611729 0.434905 1.10415 0.221165 0.763676 0.961782 0.325995 0.151224 -0.603558 -1.02688
0.308138 0.154304 0.498319 0.442808 0.762995 1.11589 1.62935 0.968145 -1.61844 -0.414851 -1.29987 -10.9917
0.504571 0.447063 0.444482 0.513317 0.773246 1.24805 0.746341 1.13186 1.29364 -0.570339 1.50101 1.19254
0.780792 0.423904 0.573158 0.5548 0.606564 0.43467 1.22509 1.14535 -2.64402 0.605295 -2.53607 0.142997
0.934662 0.412603 0.470195 0.495469 1.42426 0.639432 1.03206 0.885072 -1.47124 -0.0625116 0.734854 2.02309
0.408607 0.1933 0.58385 0.493428 0.390212 3.89093 1.12768 1.16881 -0.502271 -2.59024 0.180316 -6.10788
0.281603 0.290824 0.547613 0.496279 1.56156 0.996056 0.606824 1.0127 0.316275 0.851663 1.59429 0.378234
0.00463826 0.593989 0.423271 0.541633 1.17833 0.586008 1.24763 1.13899 2.75787 -0.489331 0.428167 -4.34228
0.314824 0.848964 0.701131 0.46588 0.870983 0.252693 0.887122 1.15658 0.665554 -1.54521 -85.9808 -0.237343
0.761024 0.56517 0.586734 0.481191 0.677617 0.138995 1.55721 0.984597 -0.362542 -0.493604 0.109941 2.18813
0.274421 0.340214 0.411863 0.48504 0.780515 0.604894 1.13822 0.888238 2.28844 -0.56904 2.27964 -2.02971
0.909046 0.288656 0.572329 0.516475 0.352826 0.515418 1.26067 0.948773 0.156409 -28.9222 13.7683 -1.05351
0.757946 0.4485 0.51237 0.45767 1.22084 0.396657 1.36492 1.16621 1.13179 7.58907 6.69871 0.607688
0.296233 0.397372 0.579479 0.505781 3.04471 0.691332 0.896803 1.12446 0.0696048 2.85357 -3.23687 -0.872435
0.752171 0.824077 0.594876 0.515145 0.621914 0.382945 0.88174 1.10374 -3.49252 -0.341417 2.333 -38.8816
0.928265 0.045711 0.63223 0.486433 1.53546 0.598113 1.48057 1.07391 -1.57083 -0.744889 -0.445781 0.552021
0.964463 0.277415 0.549777 0.499898 0.522833 0.708043 1.58212 1.0169 -1.99268 -318.418 -0.0706082 0.719749
0.508318 0.236614 0.481303 0.510685 0.0240332 0.660473 1.18576 1.0878 0.0741944 -1.21471 2.60956 0.33584
0.776009 0.481282 0.541951 0.440353 0.424495 0.306733 1.24924 1.09841 2.06047 -1.74115 1.0336 35.9174
0.910683 0.418382 0.425824 0.529041 1.0331 0.37257 1.18953 1.00432 1.35016 -0.546908 -0.209202 -0.85249
0.655167 0.620703 0.383945 0.516667 1.21147 1.04134 1.36434 0.959893 -0.562085 -8.83878 0.580346 0.653155
0.218319 0.232614 0.586985 0.483655 1.07362 2.08421 1.05207 1.15558 0.319994 -0.120084 2.36965 0.783518
0.398956 0.888794 0.41535 0.506546 0.242941 1.04615 0.864153 0.944118 -0.264984 0.422837 -5.53975 -0.0616827
0.386307 0.521814 0.570266 0.504514 1.3927 1.61875 0.994832 1.10645 -6.01697 -0.812756 4.10537 0.0323045
0.175468 0.214966 0.521308 0.494159 0.605513 1.02451 0.505655 1.07008 0.177547 -2.77053 0.701451 0.229729
0.604573 0.469047 0.428096 0.51377 0.0226643 1.0988 0.780047 0.988714 0.588027 0.12242 -29.6318 0.45693
0.600042 0.80783 0.65686 0.48326 0.117789 0.317616 0.576491 0.862773 -0.195139 0.682371 1.80407 1.50176
0.231433 0.194444 0.469806 0.530291 1.00581 3.33627 0.650482 1.14839 -0.695472 -4.42357 -2.5787 -13.0558
0.860018 0.375963 0.451753 0.435464 1.43452 1.65264 0.64805 0.939142 -0.544819 -0.128043 -2.81303 -1.14387
0.615698 0.858482 0.63067 0.477645 0.406043 0.695135 0.846401 0.884007 1.10084 2.12495 -0.00983387 -0.987204
0.168496 0.424887 0.562493 0.48416 0.338969 1.1201 0.734628 0.991989 43.3845 0.940032 -89.0066 1.44565
0.0200639 0.268014 0.42417 0.494662 0.467591 1.78628 1.10241 0.960465 -0.0382576 1.66888 -11.3013 -0.671745
0.0704655 0.545557 0.587753 0.477775 0.57758 1.18354 1.15523 1.06898 0.351839 -0.79628 0.471096 0.0777925
0.988062 0.664667 0.32829 0.468115 0.853415 1.46085 0.765568 1.06437 1.64546 0.378304 -0.0243723 -2.79069
0.708982 0.223925 0.18097 0.485961 0.527088 0.145483 1.13611 0.825743 -0.542292 2.8612 -8.76512 0.393821
0.255438 0.528332 0.451057 0.478465 0.943588 1.40395 1.29259 0.938348 0.1852 -0.761436 1.57354 0.954505
0.019619 0.326898 0.459469 0.515925 0.387026 0.959438 1.15052 0.917499 -2.19157 1.665 0.65738 0.885463
0.283937 0.436011 0.46506 0.455155 0.51871 0.867241 0.763404 1.01507 -0.373467 -0.846236 1.2308 -0.713599
0.675227 0.901224 0.365955 0.469232 0.595448 0.612302 1.05743 1.02695 -0.741812 0.616522 -2.116 -3.68192
0.469005 0.265384 0.401619 0.499463 0.0798561 0.142575 0.771688 1.08036 -0.915501 0.169461 -8.50393 27.1673
0.00721898 0.649491 0.597552 0.504571 1.08673 0.249346 1.14631 1.13069 -1.44163 -43.8187 -0.217715 1.2526
0.416967 0.471554 0.553281 0.528261 0.835826 0.591144 1.52577 0.936273 -0.759768 0.500744 -7.10763 -0.563904
0.409596 0.354139 0.438567 0.456221 0.0960593 2.08748 0.808817 1.04101 1.56614 -0.418186 1.15538 0.0559842
0.266686 0.243059 0.584182 0.549117 0.478233 1.20509 0.399899 1.24498 -1.75162 1.81028 -1.68083 -0.669124
0.990468 0.467265 0.464393 0.53686 0.0435493 0.967665 0.594192 0.983962 -0.643438 -8.11037 -0.502464 -1.99392
0.211887 0.875592 0.447544 0.496753 0.737745 0.868698 1.12274 1.13689 2.90808 -9.69996 -2.94313 0.24576
0.341729 0.780789 0.486703 0.44474 0.0362488 0.148467 0.554945 0.860206 0.412319 -0.954338 -0.717243 -0.0189852
0.857638 0.289442 0.6093 0.479622 0.314505 0.222892 0.693035 0.927049 -5.01218 -1.26689 3.96573 0.173495
0.939759 0.81561 0.601821 0.460897 0.147237 1.04432 0.969538 0.984848 0.292108 -0.884847 -0.897623 0.242632
0.735771 0.207355 0.60963 0.511984 1.65936 1.78832 1.4521 0.933538 1.13229 1.91116 -44.1231 -0.831197
0.270506 0.573306 0.388757 0.490443 0.668631 0.281459 0.679999 1.00117 -0.48055 0.918218 0.295332 -2.50419
0.63974 0.280373 0.471535 0.461454 0.281568 0.934071 0.978985 0.92948 -2.17523 0.206329 0.641031 1.10306
0.0988392 0.4228 0.477516 0.510141 0.294877 1.26611 1.52781 0.975279 5.09985 0.155037 -0.467783 0.365299
0.924686 0.553227 0.353746 0.482868 0.260387 1.20019 0.645234 0.891129 89.9605 0.640541 1.12865 -0.6471
0.729299 0.539263 0.561565 0.491914 0.446656 2.63554 0.955076 0.949021 -0.297439 -0.523828 -1.04661 -1.5463
0.915625 0.260821 0.470557 0.496735 3.65801 1.55142 0.562473 0.930729 -5.47347 0.647288 2.01974 -4.51547
0.959757 0.484747 0.47521 0.465607 1.02065 0.573078 0.919936 0.827724 0.256073 -3.25068 -0.752813 -0.840244
0.805189 0.83391 0.503517 0.501066 1.22697 0.479221 1.04386 0.990058 0.651745 1.0211 0.343655 41.6788
0.242486 0.423007 0.368585 0.465922 0.330339 0.815857 1.35287 0.908693 0.264951 0.00499337 0.54814 2.05536
0.806421 0.457297 0.564248 0.507728 0.585118 0.540934 0.618957 0.817645 0.308931 0.586395 1.62545 -0.0666843
0.826031 0.0800126 0.638913 0.52492 1.72787 1.09474 1.26406 0.917115 -0.132761 -0.234394 3.36041 -0.430021
0.173298 0.538125 0.422427 0.469214 1.10795 0.772591 1.3842 1.01381 1.35136 8.89322 -0.657077 1.34403
0.467984 0.412422 0.469483 0.4786 1.41309 1.16742 0.826704 0.962663 -12.9476 1.98994 0.147998 -0.362232
0.606925 0.554379 0.394914 0.476166 1.59359 2.365 1.92974 0.947666 2.2612 -0.223949 4.2544 6.59057
0.590835 0.24693 0.615375 0.436473 0.97736 0.460092 1.04103 1.21981 1.10041 -0.0247256 0.373726 -0.0202286
0.649645 0.515905 0.497357 0.517248 0.770407 1.28699 1.33114 0.953255 0.0813722 -0.0387667 0.455128 3.76654
0.151376 0.310888 0.544178 0.529058 0.220037 1.06785 1.1777 1.00306 -0.326166 -0.592123 0.784221 0.444097
0.0315033 0.850975 0.32948 0.529089 0.364847 0.343268 0.52477 0.986704 -2.37612 -1.8288 -1.84768 -0.0189157
0.58782 0.501758 0.420686 0.529577 0.0587073 0.467506 0.903535 1.17437 -0.863715 1.35763 -0.928457 -1.00299
0.68966 0.573694 0.397173 0.5279 0.133174 0.0387928 1.15064 0.959669 -2.29729 1.03444 0.725636 0.546437
0.0760214 0.645435 0.593101 0.514741 0.688677 0.746745 0.726458 0.974606 -1.01788 -0.577715 -0.419129 -0.41561
0.536347 0.226597 0.436078 0.528959 0.603785 0.88939 0.963086 0.899354 -0.606545 -0.687597 -0.974296 0.321564
0.836235 0.893743 0.577706 0.489247 0.131247 0.357719 0.483803 0.864767 -0.526491 0.0355697 -0.865657 -0.935285
0.409511 0.933356 0.669199 0.470278 0.467807 0.477928 0.446457 1.02702 0.15097 0.0212591 -5.30468 2.47146
0.0830641 0.299101 0.523661 0.504551 0.328433 0.867014 0.642385 0.934232 -0.338351 -0.518429 -36.3448 1.74606
0.829235 0.621277 0.450713 0.496153 0.933969 2.23529 1.10966 0.907855 0.701428 -1.20841 -2.72644 0.0975315
0.923991 0.729812 0.434806 0.495527 0.591678 1.54338 0.417622 0.9525 -4.79029 0.546327 -23.4049 -0.135232
0.415926 0.628216 0.38761 0.554787 2.01128 0.690791 0.506474 1.00452 -0.473627 0.222726 -0.0443325 -0.618449
0.27706 0.739784 0.415767 0.541053 0.916966 0.915477 1.09337 0.927355 0.786935 0.27337 0.682403 -13.1477
0.106964 0.789068 0.574251 0.5141 1.05037 0.395751 1.01869 0.905092 3.02942 -0.362519 1.23795 -0.285219
0.345514 0.331128 0.299664 0.512684 0.441994 1.11459 1.40364 0.93814 6.52513 -12.5691 0.673891 -0.760729
0.531033 0.529426 0.478499 0.506011 0.799091 1.67827 0.826166 0.923191 -3.82255 3.65373 -0.444301 1.2686
0.967141 0.323285 0.564469 0.533926 3.58996 0.859773 0.877126 0.922243 -0.133768 -4.08267 5.30131 -0.398785
0.963882 0.686076 0.324651 0.512389 0.114115 2.00207 1.44709 0.944723 0.159306 -4.0948 2.74194 -1.59967
0.997773 0.391065 0.633404 0.476586 0.507935 0.684334 0.993652 1.01888 -4.44416 -0.337599 -4.39717 -0.425363
0.11829 0.280706 0.503321 0.472252 0.534402 1.16946 0.973405 0.933658 -1.28597 -0.453369 2.3246 4.16512
0.179325 0.541192 0.385413 0.47271 0.138047 0.704116 1.32785 1.14303 4.01943 -0.677755 0.522681 -0.95791
0.419405 0.698863 0.432761 0.529785 0.189005 0.205847 1.07913 0.925658 1.03737 -1.08506 1.10555 0.0530776
0.368664 0.286834 0.491669 0.544839 0.904335 0.392316 1.46018 1.06845 18.1582 1.57976 -0.0712408 -1.13182
0.285078 0.261841 0.409818 0.448664 0.566818 1.57812 0.842105 0.885535 4.75286 0.547387 -1.17788 -0.351887
0.890396 0.343684 0.511627 0.499974 0.630462 0.107966 0.971241 0.965672 -0.260451 3.38964 0.278378 37.0883
0.401293 0.644578 0.629987 0.473274 0.408108 2.40615 0.662935 0.997833 5.08617 -3.96824 -1.28712 -0.0831069
0.826518 0.465372 0.524166 0.502073 4.80147 3.85869 1.16451 0.930335 0.516653 1.13941 -0.144882 0.105988
0.610288 0.531688 0.519161 0.500111 1.84162 1.22995 0.643627 0.949818 1.67074 0.47891 0.505734 -7.14635
0.874312 0.484596 0.393197 0.530692 0.0226683 0.342498 1.18888 1.20513 -0.36586 -4.385 0.614598 -6.59455
0.234138 0.154498 0.488281 0.534669 0.681276 0.626096 1.18566 1.08956 0.125781 -1.47339 -0.096256 2.33361
0.406272 0.500641 0.419202 0.512971 0.0107186 0.458961 0.638162 0.883537 -2.11517 -0.53205 -1.16035 -1.07891
0.176519 0.687825 0.508976 0.502379 0.0134864 0.771373 1.39489 0.887689 1.7384 -0.62857 -0.293909 0.620043
0.333463 0.715136 0.532429 0.467011 1.92605 0.773438 0.735859 1.08505 -0.436465 -14.5834 0.887698 -1.54488
0.314817 0.699573 0.430021 0.553991 0.0650127 1.79259 0.959607 1.11972 0.147031 0.430618 -0.751351 -2.39676
0.123926 0.6395 0.38369 0.531423 1.61823 1.16272 1.24332 0.968759 -0.780061 -0.397412 0.693069 -4.54487
0.93745 0.327802 0.511081 0.47603 0.309545 0.477192 1.32435 1.10572 -2.11612 -0.820059 -2.44869 0.138383
0.6434 0.409866 0.556175 0.499164 1.14332 1.37027 1.16501 1.21236 0.105412 -0.655287 -0.769562 -2.40511
0.96043 0.579242 0.458112 0.44744 0.16231 2.17467 0.716602 0.884284 0.467886 0.156435 -846.272 1.70915
0.64211 0.464348 0.373396 0.501463 1.39396 0.660938 0.882774 1.00626 0.137466 0.0840924 -2.10232 -2.12815
0.0892864 0.349266 0.444157 0.473359 0.831248 1.52634 2.4355 0.975374 0.911666 65.1566 2.29236 -0.56489
0.623518 0.472845 0.366888 0.525111 0.63044 1.52822 1.11399 1.04396 12.2214 -2.61318 -0.352657 0.104639
0.297735 0.559915 0.432844 0.503314 1.89499 0.616583 1.50687 0.957806 0.40268 0.123509 0.997987 -3.2154
0.0306076 0.363006 0.636786 0.492544 0.281331 1.64951 1.15217 0.917115 -0.993594 -0.558429 2.18714 0.978677
0.814629 0.663436 0.457083 0.460375 0.0925859 1.41674 1.00279 0.956946 2.48787 0.687045 -0.0510019 -1.38184
0.0291788 0.584624 0.459705 0.498106 0.899404 0.972838 0.866067 1.05084 5.67147 -1.9889 0.124824 -2.1986
0.590745 0.341429 0.647199 0.4854 0.583537 0.310959 0.917498 1.05397 -0.167559 0.414364 -0.2727 -1.8302
0.359723 0.282469 0.525068 0.449131 0.279126 1.49965 1.02206 0.942632 4.75794 -1.27319 -3.03803 0.229072
0.107844 0.436472 0.517432 0.504958 0.255637 1.03142 1.02651 0.824238 4.35634 -0.132086 0.365979 -0.201323
0.433055 0.765972 0.492226 0.519783 0.779224 0.73796 1.24549 0.784675 2.04955 -0.715401 2.24028 1.40569
